client_id,full_name,fio,phone,email,city,created_at,last_order_at,total_spent
c101989,Юлия Мешкова,,+79221938511,user101989@example.ru,Екатеринбург,,2026-08-05,36194
c106528,Кирилл Тихонов,,+79169673767,user106528@example.ru,Санкт-Петербург,,2026-08-08,151891
c105938,Игорь Ковальчук,,+79703835999,user105938@example.ru,Казань,,2026-08-22,1367
c103393,Лидия Ковальчук,,+79921157840,user103393@example.ru,Москва,,2026-04-01,90648
c106100,Роман Зуев,,+79972032971,user106100@example.ru,Красноярск,,2026-03-20,142050
c103611,Наталья Ковальчук,,+79205446599,user103611@example.ru,Красноярск,,2026-03-02,141232
c103309,Полина Панина,,+79960636963,user103309@example.ru,Екатеринбург,,2026-08-19,22385
c91177,,Игорь Зуев,+7 (962) 365-77-60,user91177@example.ru,Красноярск,03.11.2025,,
c105775,,Наталья Юдина,+7 (938) 969-57-34,user105775@example.ru,С.-Петербург,23.02.2026,,
c103126,,Ольга Нестерова,+7 (950) 069-22-12,user103126@example.ru,С.-Петербург,12.04.2026,,
c103472,Вера Гордеева,,+79972341887,user103472@example.ru,Санкт-Петербург,,2026-06-23,52086
c104843,Елена Сорокина,,+79516186295,user104843@example.ru,Красноярск,,2026-03-07,66543
c106835,Глеб Зуев,,+79650422242,user106835@example.ru,Екатеринбург,,2026-05-27,40610
c105319,Глеб Шилов,,+79534806617,user105319@example.ru,Новосибирск,,2026-06-11,152476
c90430,,Лидия Зуева,+7 (995) 564-70-59,user90430@example.ru,Новосибирск,24.04.2026,,
c91842,,Наталья Крылова,+7 (921) 536-70-97,user91842@example.ru,Москва,04.02.2026,,
c104115,,Ольга Осипова,+7 (959) 242-86-34,user104115@example.ru,Казань,26.07.2025,,
c90392,,Анна Крылова,+7 (944) 746-08-34,user90392@example.ru,Новосибирск,14.08.2025,,
c101841,,Алиса Тихонова,+7 (947) 326-66-44,user101841@example.ru,Казань,09.03.2026,,
c91768,,Лидия Ермакова,+7 (987) 959-04-59,user91768@example.ru,С.-Петербург,09.03.2024,,
c104587,Елена Савельева,,+79417044153,user104587@example.ru,Москва,,2026-03-06,51913
c104241,,Глеб Зуев,+7 (924) 549-17-43,user104241@example.ru,Казань,28.12.2025,,
c105823,Егор Шилов,,+79912395470,user105823@example.ru,Москва,,2026-07-25,5827
c91132,,Алиса Сорокина,+7 (950) 992-84-98,user91132@example.ru,Новосибирск,03.06.2025,,
c92177,,Глеб Нестеров,+7 (958) 565-43-61,user92177@example.ru,Красноярск,08.06.2024,,
c105963,Вера Тихонова,,+79920691837,user105963@example.ru,Москва,,2026-01-27,20351
c106439,Елена Тихонова,,+79745330307,user106439@example.ru,Новосибирск,,2026-02-18,112300
c101683,Анна Белых,,+79112943007,user101683@example.ru,Новосибирск,,2026-06-25,500
c106424,Денис Савельев,,+79342803899,user106424@example.ru,Санкт-Петербург,,2026-06-27,160295
c102734,Мария Гордеева,,+79168504706,user102734@example.ru,Новосибирск,,2026-01-27,46246
c102813,Наталья Тихонова,,+79709196179,user102813@example.ru,Красноярск,,2026-09-11,142154
c105774,Артур Юдин,,+79273006897,user105774@example.ru,Санкт-Петербург,,2026-01-22,111924
c90677,,Ольга Крылова,+7 (987) 130-42-09,user90677@example.ru,С.-Петербург,22.06.2025,,
c102097,Артур Зуев,,+79420658276,user102097@example.ru,Москва,,2026-07-29,114732
c91566,,Алиса Осипова,+7 (920) 537-49-49,user91566@example.ru,С.-Петербург,13.05.2026,,
c91920,,Павел Юдин,+7 (925) 236-86-06,user91920@example.ru,Новосибирск,17.07.2025,,
c92456,,Роман Ермаков,+7 (999) 244-33-50,user92456@example.ru,Новосибирск,05.08.2024,,
c103206,Вера Шилова,,+79633415610,user103206@example.ru,Екатеринбург,,2026-03-15,94701
c104636,Тимур Тихонов,,+79326035683,user104636@example.ru,Красноярск,,2026-01-11,60529
c102982,Денис Зуев,,+79311049852,user102982@example.ru,Казань,,2026-06-16,49580
c100855,Максим Ермаков,,+79133811231,user100855@example.ru,Москва,,2026-08-12,145596
c101709,Лидия Зуева,,+79205495927,user101709@example.ru,Красноярск,,2026-07-28,14736
c104383,Тимур Ковальчук,,+79457818377,user104383@example.ru,Казань,,2026-04-04,14872
c102621,Наталья Мешкова,,+79692355083,user102621@example.ru,Екатеринбург,,2026-06-20,90914
c91060,,Ольга Лаптева,+7 (955) 711-72-60,user91060@example.ru,Новосибирск,14.01.2025,,
c106382,Егор Гордеев,,+79464443422,user106382@example.ru,Санкт-Петербург,,2026-08-01,168970
c102552,Павел Гордеев,,+79560397562,user102552@example.ru,Екатеринбург,,2026-08-12,115211
c92137,,Роман Ермаков,+7 (975) 515-95-62,user92137@example.ru,Екатеринбург,01.06.2026,,
c91987,,Анна Гордеева,+7 (988) 002-33-14,user91987@example.ru,Москва,20.12.2025,,
c105151,Тимур Тихонов,,+79581255744,user105151@example.ru,Казань,,2026-07-08,78091
c104576,Анна Шилова,,+79589218835,user104576@example.ru,Красноярск,,2026-06-11,95123
c104186,Кирилл Юдин,,+79429007542,user104186@example.ru,Екатеринбург,,2026-05-07,17591
c103428,Артур Ковальчук,,+79338948828,user103428@example.ru,Казань,,2026-07-29,178644
c105915,Игорь Зуев,,+79960425397,user105915@example.ru,Красноярск,,2026-04-13,991
c105873,Кирилл Шилов,,+79198414501,user105873@example.ru,Казань,,2026-06-29,115943
c105030,Максим Крылов,,+79559635706,user105030@example.ru,Красноярск,,2026-08-26,21514
c102096,Мария Панина,,+79995911488,user102096@example.ru,Санкт-Петербург,,2026-08-14,40642
c104983,Мария Юдина,,+79212988826,user104983@example.ru,Москва,,2026-04-23,44484
c90356,,Максим Тихонов,+7 (920) 050-25-14,user90356@example.ru,Красноярск,04.09.2024,,
c106747,Павел Нестеров,,+79610807070,user106747@example.ru,Москва,,2026-06-07,113520
c91959,,Глеб Сорокин,+7 (938) 135-63-14,user91959@example.ru,Казань,08.12.2025,,
c103099,Игорь Мешков,,+79188698234,user103099@example.ru,Екатеринбург,,2026-03-15,162092
c100000,Павел Ермаков,,+79773234574,user100000@example.ru,Красноярск,,2026-07-31,149978
c105514,Полина Мешкова,,+79777178271,user105514@example.ru,Санкт-Петербург,,2026-02-21,71720
c103766,Мария Ковальчук,,+79884233504,user103766@example.ru,Казань,,2026-06-17,32190
c102300,,Полина Ермакова,+7 (937) 480-68-97,user102300@example.ru,Екатеринбург,17.11.2024,,
c102960,Вера Гордеева,,+79667688255,user102960@example.ru,Екатеринбург,,2026-05-08,43183
c92465,,Алиса Сорокина,+7 (998) 099-29-46,user92465@example.ru,Екатеринбург,12.11.2025,,
c106120,Игорь Белых,,+79552587912,user106120@example.ru,Екатеринбург,,2026-04-17,2518
c104910,Юлия Тихонова,,+79688597524,user104910@example.ru,Красноярск,,2026-01-21,13090
c91220,,Алиса Сорокина,+7 (983) 744-86-67,user91220@example.ru,Казань,02.08.2024,,
c91207,,Павел Белых,+7 (958) 080-63-11,user91207@example.ru,С.-Петербург,21.01.2026,,
c102911,Анна Панина,,+79651926090,user102911@example.ru,Москва,,2026-08-20,85673
c105168,Павел Сорокин,,+79532548168,user105168@example.ru,Екатеринбург,,2026-05-27,77828
c105466,Лидия Ковальчук,,+79860289289,user105466@example.ru,Екатеринбург,,2026-04-26,176750
c100173,Юлия Зуева,,+79323839605,user100173@example.ru,Новосибирск,,2026-08-06,80385
c105651,Игорь Ермаков,,+79551332821,user105651@example.ru,Москва,,2026-08-03,152054
c104747,Елена Гордеева,,+79578713232,user104747@example.ru,Санкт-Петербург,,2026-06-14,122282
c101876,Мария Мешкова,,+79844731663,user101876@example.ru,Красноярск,,2026-07-18,91147
c103733,Павел Панин,,+79744975053,user103733@example.ru,Новосибирск,,2026-03-08,94011
c104142,Артур Крылов,,+79821234614,user104142@example.ru,Новосибирск,,2026-07-13,6717
c90814,,Игорь Белых,+7 (964) 479-40-60,user90814@example.ru,Казань,20.07.2024,,
c101934,Денис Панин,,+79693785104,user101934@example.ru,Красноярск,,2026-08-29,29474
c102327,Денис Крылов,,+79867499570,user102327@example.ru,Санкт-Петербург,,2026-06-28,112140
c101588,Ольга Юдина,,+79183070899,user101588@example.ru,Казань,,2026-05-31,112434
c105275,Юлия Лаптева,,+79262278407,user105275@example.ru,Казань,,2026-04-19,15510
c106129,Мария Ковальчук,,+79120400098,user106129@example.ru,Новосибирск,,2026-08-13,135102
c100757,Павел Зуев,,+79591636424,user100757@example.ru,Екатеринбург,,2026-09-08,151945
c103279,Полина Ермакова,,+79240743922,user103279@example.ru,Москва,,2026-07-15,146278
c91127,,Егор Лаптев,+7 (980) 467-97-04,user91127@example.ru,Казань,12.10.2025,,
c104201,,Глеб Сорокин,+7 (914) 566-94-57,user104201@example.ru,Казань,21.02.2024,,
c101922,Полина Панина,,+79986874523,user101922@example.ru,Красноярск,,2026-04-27,74560
c105349,Вера Крылова,,+79853445832,user105349@example.ru,Казань,,2026-05-26,1630
c91420,,Лидия Осипова,+7 (970) 730-14-53,user91420@example.ru,Казань,20.12.2025,,
c102711,Алиса Ермакова,,+79473447963,user102711@example.ru,Москва,,2026-07-14,118620
c101581,Елена Гордеева,,+79190348689,user101581@example.ru,Красноярск,,2026-02-24,176914
c100984,Елена Крылова,,+79130453245,user100984@example.ru,Санкт-Петербург,,2026-02-07,81050
c102159,Лидия Зуева,,+79333174022,user102159@example.ru,Санкт-Петербург,,2026-01-20,40362
c90447,,Полина Савельева,+7 (933) 240-12-39,user90447@example.ru,Казань,11.06.2025,,
c105522,Ольга Мешкова,,+79843176595,user105522@example.ru,Москва,,2026-07-01,93662
c103844,,Денис Зуев,+7 (924) 790-10-20,user103844@example.ru,Красноярск,02.04.2024,,
c91859,,Егор Крылов,+7 (939) 456-17-71,user91859@example.ru,Красноярск,03.03.2026,,
c105235,Наталья Осипова,,+79776642950,user105235@example.ru,Новосибирск,,2026-06-01,165887
c90241,,Егор Шилов,+7 (913) 354-67-12,user90241@example.ru,Москва,26.06.2025,,
c90099,,Артур Юдин,+7 (915) 399-65-12,user90099@example.ru,Екатеринбург,17.08.2025,,
c102993,Мария Белых,,+79151862060,user102993@example.ru,Новосибирск,,2026-06-29,17908
c90184,,Вера Панина,+7 (987) 668-27-38,user90184@example.ru,Новосибирск,27.12.2024,,
c100607,Елена Ковальчук,,+79588614706,user100607@example.ru,Санкт-Петербург,,2026-06-30,48196
c100521,Вера Белых,,+79842017254,user100521@example.ru,Санкт-Петербург,,2026-05-22,55207
c90804,,Юлия Юдина,+7 (984) 902-32-68,user90804@example.ru,С.-Петербург,03.03.2025,,
c91864,,Павел Тихонов,+7 (959) 378-75-21,user91864@example.ru,Екатеринбург,04.04.2024,,
c92078,,Ольга Шилова,+7 (992) 163-16-29,user92078@example.ru,Красноярск,02.09.2024,,
c92054,,Ольга Тихонова,+7 (913) 090-49-39,user92054@example.ru,Новосибирск,18.07.2025,,
c105615,Игорь Ковальчук,,+79776973063,user105615@example.ru,Казань,,2026-07-03,14721
c105577,Ольга Белых,,+79742125533,user105577@example.ru,Москва,,2026-05-18,161563
c104588,Елена Крылова,,+79525238905,user104588@example.ru,Красноярск,,2026-08-16,31251
c102151,Глеб Савельев,,+79749095532,user102151@example.ru,Екатеринбург,,2026-03-22,48987
c104562,Вера Белых,,+79771002805,user104562@example.ru,Красноярск,,2026-06-29,50024
c104939,Анна Зуева,,+79803326983,user104939@example.ru,Новосибирск,,2026-05-27,116314
c106315,Денис Осипов,,+79468691825,user106315@example.ru,Казань,,2026-06-06,103276
c106838,Ольга Ермакова,,+79657059428,user106838@example.ru,Красноярск,,2026-07-28,87373
c90132,,Игорь Ермаков,+7 (969) 652-66-10,user90132@example.ru,Москва,13.09.2025,,
c106208,Егор Осипов,,+79690083770,user106208@example.ru,Красноярск,,2026-01-13,177500
c106677,Павел Осипов,,+79155866570,user106677@example.ru,Санкт-Петербург,,2026-07-13,155998
c105646,Игорь Зуев,,+79603196809,user105646@example.ru,Екатеринбург,,2026-01-05,60015
c102058,Анна Юдина,,+79150876325,user102058@example.ru,Новосибирск,,2026-04-28,10009
c101825,Наталья Ковальчук,,+79318066754,user101825@example.ru,Москва,,2026-04-05,135971
c91499,,Полина Ермакова,+7 (953) 596-91-09,user91499@example.ru,Москва,24.02.2025,,
c102146,Мария Крылова,,+79859405749,user102146@example.ru,Москва,,2026-04-01,177635
c101598,,Анна Панина,+7 (978) 981-78-50,user101598@example.ru,Красноярск,26.01.2025,,
c102635,Игорь Зуев,,+79272000335,user102635@example.ru,Екатеринбург,,2026-01-29,37547
c101603,Вера Нестерова,,+79600996253,user101603@example.ru,Екатеринбург,,2026-07-03,146203
c100901,Вера Юдина,,+79305292207,user100901@example.ru,Москва,,2026-05-12,83474
c104420,Алиса Крылова,,+79542643574,user104420@example.ru,Новосибирск,,2026-05-24,165261
c106756,Полина Ермакова,,+79882460726,user106756@example.ru,Москва,,2026-02-08,23555
c92452,,Полина Савельева,+7 (969) 249-52-27,user92452@example.ru,Казань,23.05.2025,,
c105689,,Максим Ковальчук,+7 (966) 214-29-23,user105689@example.ru,С.-Петербург,20.11.2024,,
c100705,Алиса Мешкова,,+79223177091,user100705@example.ru,Красноярск,,2026-06-11,18312
c91211,,Роман Зуев,+7 (979) 196-11-52,user91211@example.ru,Красноярск,28.12.2025,,
c104077,Глеб Зуев,,+79748932717,user104077@example.ru,Москва,,2026-04-22,131484
c90969,,Наталья Тихонова,+7 (950) 356-35-60,user90969@example.ru,Екатеринбург,25.01.2025,,
c91732,,Ольга Лаптева,+7 (992) 889-26-91,user91732@example.ru,Новосибирск,13.02.2025,,
c106165,Елена Белых,,+79793098103,user106165@example.ru,Екатеринбург,,2026-08-05,43892
c105043,,Елена Гордеева,+7 (913) 520-23-86,user105043@example.ru,Москва,30.09.2024,,
c106341,Роман Зуев,,+79255394562,user106341@example.ru,Казань,,2026-07-07,13424
c90997,,Елена Ермакова,+7 (912) 594-57-65,user90997@example.ru,С.-Петербург,20.03.2025,,
c104838,Роман Зуев,,+79951671398,user104838@example.ru,Красноярск,,2026-01-07,94666
c104653,Денис Зуев,,+79878309432,user104653@example.ru,Красноярск,,2026-05-22,93256
c104129,Максим Белых,,+79526814209,user104129@example.ru,Новосибирск,,2026-05-08,168505
c101187,Роман Нестеров,,+79178123879,user101187@example.ru,Екатеринбург,,2026-08-18,88167
c104855,Роман Осипов,,+79627420966,user104855@example.ru,Красноярск,,2026-05-21,127984
c90017,,Артур Юдин,+7 (929) 924-62-98,user90017@example.ru,Москва,03.10.2024,,
c100954,Ольга Мешкова,,+79867295298,user100954@example.ru,Красноярск,,2026-04-12,3862
c106376,Роман Ермаков,,+79982658119,user106376@example.ru,Санкт-Петербург,,2026-06-10,71318
c91197,,Полина Ермакова,+7 (959) 208-54-79,user91197@example.ru,Новосибирск,24.08.2025,,
c100243,,Полина Крылова,+7 (978) 123-41-74,user100243@example.ru,Красноярск,22.02.2025,,
c103523,Глеб Мешков,,+79213926962,user103523@example.ru,Екатеринбург,,2026-06-10,10074
c103621,Павел Юдин,,+79690166998,user103621@example.ru,Москва,,2026-02-12,129352
c102123,Наталья Панина,,+79904067635,user102123@example.ru,Екатеринбург,,2026-07-02,149072
c102087,Алиса Ермакова,,+79523875973,user102087@example.ru,Новосибирск,,2026-04-15,93558
c106622,Максим Белых,,+79718294400,user106622@example.ru,Москва,,2026-06-21,136422
c91325,,Игорь Сорокин,+7 (957) 385-81-32,user91325@example.ru,Екатеринбург,07.10.2024,,
c90338,,Игорь Юдин,+7 (976) 955-60-43,user90338@example.ru,Казань,10.07.2024,,
c102026,Игорь Ермаков,,+79119942154,user102026@example.ru,Новосибирск,,2026-04-05,136343
c90668,,Лидия Панина,+7 (950) 565-49-84,user90668@example.ru,Екатеринбург,25.04.2025,,
c102819,Глеб Гордеев,,+79131778790,user102819@example.ru,Москва,,2026-03-07,49524
c104578,Егор Крылов,,+79679330288,user104578@example.ru,Санкт-Петербург,,2026-03-11,22500
c101413,,Лидия Мешкова,+7 (987) 653-66-28,user101413@example.ru,Красноярск,23.12.2025,,
c104065,Кирилл Тихонов,,+79990677445,user104065@example.ru,Москва,,2026-08-25,112539
c101342,Лидия Панина,,+79710601674,user101342@example.ru,Екатеринбург,,2026-04-20,13686
c90702,,Тимур Крылов,+7 (998) 635-96-35,user90702@example.ru,Екатеринбург,24.11.2025,,
c102571,Глеб Шилов,,+79587982270,user102571@example.ru,Екатеринбург,,2026-08-26,44531
c102936,Ольга Крылова,,+79621801300,user102936@example.ru,Казань,,2026-02-16,101789
c90481,,Кирилл Юдин,+7 (911) 361-97-95,user90481@example.ru,Екатеринбург,02.12.2024,,
c90839,,Егор Мешков,+7 (911) 079-93-59,user90839@example.ru,Красноярск,30.01.2024,,
c101844,Алиса Зуева,,+79195802021,user101844@example.ru,Екатеринбург,,2026-05-15,156984
c101920,Павел Нестеров,,+79132299069,user101920@example.ru,Новосибирск,,2026-06-10,73846
c104381,,Игорь Шилов,+7 (992) 686-58-67,user104381@example.ru,Казань,25.01.2026,,
c91706,,Лидия Савельева,+7 (940) 709-92-43,user91706@example.ru,Новосибирск,23.11.2025,,
c90738,,Денис Мешков,+7 (948) 075-19-57,user90738@example.ru,Красноярск,02.03.2025,,
c101009,Максим Юдин,,+79357483318,user101009@example.ru,Казань,,2026-03-10,98029
c100584,Максим Юдин,,+79820583672,user100584@example.ru,Санкт-Петербург,,2026-08-09,38677
c103205,Вера Ермакова,,+79257167305,user103205@example.ru,Санкт-Петербург,,2026-06-09,58874
c103273,Алиса Зуева,,+79606584332,user103273@example.ru,Новосибирск,,2026-08-07,158312
c104578,,Тимур Сорокин,+7 (979) 343-72-33,user104578@example.ru,Казань,02.06.2026,,
c90049,,Денис Савельев,+7 (967) 597-05-86,user90049@example.ru,С.-Петербург,22.03.2024,,
c104678,Полина Сорокина,,+79521297212,user104678@example.ru,Красноярск,,2026-09-08,132174
c103920,Максим Крылов,,+79247892477,user103920@example.ru,Санкт-Петербург,,2026-01-30,126456
c102641,Алиса Мешкова,,+79437037001,user102641@example.ru,Новосибирск,,2026-07-24,154558
c90079,,Игорь Сорокин,+7 (978) 517-37-33,user90079@example.ru,Москва,06.07.2025,,
c104638,Мария Шилова,,+79191601600,user104638@example.ru,Красноярск,,2026-01-20,2924
c103408,Глеб Ермаков,,+79827068987,user103408@example.ru,Екатеринбург,,2026-06-17,3376
c91466,,Мария Гордеева,+7 (924) 313-08-31,user91466@example.ru,Екатеринбург,28.07.2024,,
c100471,Тимур Панин,,+79375341660,user100471@example.ru,Казань,,2026-09-06,95657
c102109,Павел Осипов,,+79239024089,user102109@example.ru,Санкт-Петербург,,2026-02-03,139081
c104416,,Елена Лаптева,+7 (987) 884-43-30,user104416@example.ru,С.-Петербург,17.02.2026,,
c90127,,Мария Юдина,+7 (960) 741-36-75,user90127@example.ru,С.-Петербург,23.10.2025,,
c103784,,Максим Нестеров,+7 (954) 430-59-89,user103784@example.ru,Екатеринбург,07.03.2024,,
c103419,Игорь Гордеев,,+79930033107,user103419@example.ru,Москва,,2026-01-24,18844
c104136,,Максим Тихонов,+7 (948) 751-15-59,user104136@example.ru,Екатеринбург,10.07.2024,,
c101310,Максим Мешков,,+79195048913,user101310@example.ru,Новосибирск,,2026-01-06,147214
c101399,Юлия Гордеева,,+79662604244,user101399@example.ru,Екатеринбург,,2026-05-08,44346
c102617,Глеб Крылов,,+79872928756,user102617@example.ru,Красноярск,,2026-05-11,154321
c101974,Артур Ермаков,,+79389182462,user101974@example.ru,Красноярск,,2026-01-24,139297
c102293,Юлия Мешкова,,+79296381558,user102293@example.ru,Москва,,2026-08-23,13931
c90699,,Вера Гордеева,+7 (987) 555-93-76,user90699@example.ru,Екатеринбург,29.02.2024,,
c103134,Денис Мешков,,+79738857350,user103134@example.ru,Москва,,2026-04-04,141715
c104355,,Полина Сорокина,+7 (921) 726-30-39,user104355@example.ru,Екатеринбург,25.04.2026,,
c101227,Егор Осипов,,+79758044259,user101227@example.ru,Москва,,2026-08-01,18724
c100141,Вера Крылова,,+79276705051,user100141@example.ru,Москва,,2026-03-24,534
c105873,,Юлия Ковальчук,+7 (911) 899-67-41,user105873@example.ru,С.-Петербург,06.12.2025,,
c106494,Елена Юдина,,+79581774418,user106494@example.ru,Екатеринбург,,2026-04-20,165464
c100485,Егор Мешков,,+79643990936,user100485@example.ru,Новосибирск,,2026-06-16,130991
c104290,Вера Лаптева,,+79521830755,user104290@example.ru,Казань,,2026-01-16,154824
c101458,Денис Юдин,,+79969486082,user101458@example.ru,Новосибирск,,2026-01-26,158730
c102760,Роман Юдин,,+79907556352,user102760@example.ru,Санкт-Петербург,,2026-07-20,48961
c92222,,Анна Осипова,+7 (938) 782-50-02,user92222@example.ru,Красноярск,17.12.2025,,
c92154,,Полина Лаптева,+7 (943) 199-60-19,user92154@example.ru,Екатеринбург,22.08.2025,,
c90835,,Тимур Осипов,+7 (931) 614-61-60,user90835@example.ru,Казань,14.10.2024,,
c100729,Алиса Юдина,,+79126122926,user100729@example.ru,Санкт-Петербург,,2026-06-12,78599
c105239,Ольга Савельева,,+79475789328,user105239@example.ru,Екатеринбург,,2026-05-02,157878
c102354,Вера Савельева,,+79573693368,user102354@example.ru,Новосибирск,,2026-05-05,26763
c102915,Павел Нестеров,,+79838408778,user102915@example.ru,Екатеринбург,,2026-07-07,59395
c106027,Юлия Сорокина,,+79590121571,user106027@example.ru,Казань,,2026-06-04,168453
c103925,,Елена Крылова,+7 (913) 700-13-39,user103925@example.ru,Москва,16.01.2025,,
c102659,Денис Панин,,+79256596235,user102659@example.ru,Санкт-Петербург,,2026-04-16,52401
c104640,Максим Зуев,,+79352651760,user104640@example.ru,Екатеринбург,,2026-03-24,2260
c90162,,Анна Крылова,+7 (970) 480-20-61,user90162@example.ru,Екатеринбург,13.08.2025,,
c100465,Наталья Гордеева,,+79923354581,user100465@example.ru,Казань,,2026-05-15,60314
c91025,,Максим Тихонов,+7 (917) 119-88-72,user91025@example.ru,Казань,23.10.2025,,
c104806,Ольга Савельева,,+79779118840,user104806@example.ru,Екатеринбург,,2026-07-12,77536
c90914,,Глеб Юдин,+7 (981) 184-19-11,user90914@example.ru,С.-Петербург,16.06.2024,,
c102610,,Роман Осипов,+7 (969) 410-31-89,user102610@example.ru,Казань,24.02.2026,,
c105573,Анна Ковальчук,,+79406901328,user105573@example.ru,Казань,,2026-05-29,166309
c104229,Лидия Нестерова,,+79236124906,user104229@example.ru,Санкт-Петербург,,2026-02-15,83254
c102613,Артур Сорокин,,+79619815669,user102613@example.ru,Новосибирск,,2026-03-11,6879
c92449,,Игорь Осипов,+7 (993) 868-38-78,user92449@example.ru,Красноярск,19.04.2025,,
c106876,Максим Ковальчук,,+79998377728,user106876@example.ru,Санкт-Петербург,,2026-07-22,93295
c104848,Максим Мешков,,+79973213540,user104848@example.ru,Санкт-Петербург,,2026-07-07,66875
c102104,Егор Гордеев,,+79378048703,user102104@example.ru,Москва,,2026-01-22,113867
c92181,,Тимур Шилов,+7 (925) 775-00-60,user92181@example.ru,Красноярск,11.03.2026,,
c90529,,Павел Ермаков,+7 (996) 648-35-93,user90529@example.ru,Екатеринбург,01.09.2024,,
c103948,Анна Ермакова,,+79711258530,user103948@example.ru,Санкт-Петербург,,2026-02-01,76952
c105191,Анна Шилова,,+79853918317,user105191@example.ru,Екатеринбург,,2026-08-01,134863
c100918,Максим Осипов,,+79117785407,user100918@example.ru,Санкт-Петербург,,2026-08-11,32771
c102424,Кирилл Гордеев,,+79508483955,user102424@example.ru,Санкт-Петербург,,2026-04-19,140920
c105920,Анна Лаптева,,+79931134216,user105920@example.ru,Екатеринбург,,2026-07-07,98215
c106002,Елена Савельева,,+79742425679,user106002@example.ru,Казань,,2026-07-27,114129
c106022,Вера Шилова,,+79264262783,user106022@example.ru,Красноярск,,2026-06-14,114901
c106198,Наталья Нестерова,,+79730423728,user106198@example.ru,Красноярск,,2026-01-31,73804
c106064,Елена Зуева,,+79805017808,user106064@example.ru,Новосибирск,,2026-05-06,82693
c101832,Анна Ермакова,,+79348103094,user101832@example.ru,Новосибирск,,2026-09-03,71710
c90137,,Алиса Мешкова,+7 (969) 537-45-17,user90137@example.ru,С.-Петербург,07.12.2024,,
c92324,,Кирилл Ковальчук,+7 (943) 172-02-13,user92324@example.ru,Красноярск,09.03.2025,,
c101530,Артур Панин,,+79925110443,user101530@example.ru,Санкт-Петербург,,2026-04-09,134862
c103277,Наталья Панина,,+79888058925,user103277@example.ru,Екатеринбург,,2026-01-21,37188
c103573,Ольга Осипова,,+79449898616,user103573@example.ru,Санкт-Петербург,,2026-02-02,49895
c91623,,Алиса Зуева,+7 (933) 666-26-40,user91623@example.ru,Красноярск,28.05.2025,,
c106062,Полина Осипова,,+79993239196,user106062@example.ru,Красноярск,,2026-02-02,154135
c105294,Денис Савельев,,+79659323722,user105294@example.ru,Екатеринбург,,2026-04-03,148536
c90805,,Кирилл Тихонов,+7 (965) 304-83-11,user90805@example.ru,Красноярск,07.03.2026,,
c90284,,Кирилл Тихонов,+7 (936) 394-04-04,user90284@example.ru,С.-Петербург,19.04.2025,,
c102983,Глеб Савельев,,+79680533909,user102983@example.ru,Екатеринбург,,2026-05-21,78543
c103986,Лидия Мешкова,,+79979431362,user103986@example.ru,Санкт-Петербург,,2026-01-29,81011
c103015,,Елена Крылова,+7 (932) 778-13-05,user103015@example.ru,Екатеринбург,05.04.2024,,
c106460,Ольга Ковальчук,,+79795588773,user106460@example.ru,Санкт-Петербург,,2026-03-31,163346
c105014,Алиса Юдина,,+79857088221,user105014@example.ru,Красноярск,,2026-03-22,177401
c91284,,Наталья Гордеева,+7 (995) 374-72-06,user91284@example.ru,Екатеринбург,25.06.2025,,
c101745,Роман Гордеев,,+79413217533,user101745@example.ru,Санкт-Петербург,,2026-08-03,26621
c102410,Ольга Савельева,,+79810748415,user102410@example.ru,Екатеринбург,,2026-01-26,58741
c104314,Глеб Мешков,,+79560650750,user104314@example.ru,Санкт-Петербург,,2026-07-26,44538
c91028,,Егор Шилов,+7 (989) 396-09-87,user91028@example.ru,Москва,18.10.2025,,
c91176,,Игорь Нестеров,+7 (952) 671-92-39,user91176@example.ru,Екатеринбург,26.08.2025,,
c105252,Максим Ковальчук,,+79301691852,user105252@example.ru,Москва,,2026-05-24,161439
c106832,Кирилл Лаптев,,+79972619376,user106832@example.ru,Екатеринбург,,2026-05-30,104634
c100435,Юлия Нестерова,,+79242038157,user100435@example.ru,Екатеринбург,,2026-06-08,3077
c102363,Артур Нестеров,,+79262492426,user102363@example.ru,Москва,,2026-01-29,150701
c103089,Максим Тихонов,,+79414598599,user103089@example.ru,Москва,,2026-07-23,109513
c106635,Наталья Белых,,+79128464989,user106635@example.ru,Красноярск,,2026-09-07,70176
c92239,,Павел Шилов,+7 (961) 461-04-22,user92239@example.ru,Москва,29.03.2025,,
c90357,,Денис Тихонов,+7 (970) 484-15-10,user90357@example.ru,С.-Петербург,08.11.2025,,
c102558,Артур Осипов,,+79721680385,user102558@example.ru,Новосибирск,,2026-02-11,33342
c90981,,Глеб Гордеев,+7 (923) 792-47-44,user90981@example.ru,Красноярск,03.03.2024,,
c104145,Вера Нестерова,,+79430950876,user104145@example.ru,Санкт-Петербург,,2026-02-07,35928
c91282,,Ольга Юдина,+7 (940) 608-16-34,user91282@example.ru,Новосибирск,07.02.2025,,
c102045,Павел Осипов,,+79693345180,user102045@example.ru,Санкт-Петербург,,2026-04-09,96158
c100836,Ольга Ковальчук,,+79221548202,user100836@example.ru,Санкт-Петербург,,2026-06-22,124319
c105372,,Артур Лаптев,+7 (970) 845-67-39,user105372@example.ru,Казань,23.11.2025,,
c106083,Артур Савельев,,+79375592225,user106083@example.ru,Москва,,2026-04-18,110544
